plan_id,plan_name,rep_name,tdu_area,rate_type,term_months,price_kwh_500,price_kwh_1000,price_kwh_2000,base_charge_monthly,early_termination_fee,renewable_pct,is_prepaid,is_tou,special_terms,promotion_details,fees_credits,min_usage_fees,language,efl_url,enrollment_url,terms_url
35610,No Bull 8,Energy Texas,AEP_NORTH,FIXED,8,14.499999999999998,14.6,14.7,0.0,,100,False,False,"Straightforward, no B.S. fixed-rate plans built by Texans, for Texans. | Call us at 1-888-512-0330 and sign up today!",False,FALSE,FALSE,English,https://api.energytexas.com/api/pricing/offers/latest-offers-efl/18429/?locale=en,https://www.energytexas.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=NB8,https://cdn.energytexas.com/energy-texas-tos-en-version-1.pdf
35525,Straight Forward 6,Abundance Energy,AEP_NORTH,FIXED,6,15.4,14.499999999999998,14.099999999999998,0.0,150.0,25,False,False,Go to Abundance Energy website to see all plans and term lengths.,False,FALSE,FALSE,English,https://api.quextenergy.onproton.io/enrollment/document?template_bucket=abundance-product-templates&template_file=tx/Straightforward_EFL.docx&rate_id=10758,https://join.abundanceenergy.com/?promoCode=PTC,https://abundance-public-docs.s3.us-west-2.amazonaws.com/tos/abundance_energy_tos_v3_01312024.pdf
35545,Bright Nights 4,CHARIOT ENERGY,AEP_NORTH,FIXED,4,14.499999999999998,13.100000000000001,12.5,0.0,,100,False,True,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.• This product requires Autopay & E-bill set up.",False,FALSE,FALSE,English,https://signup.chariotenergy.com//Home/EFl?productId=41899,https://signup.chariotenergy.com//Home/index?ProductCode=RNR04000046&Promo=GqAtunAVIGY=,https://signup.chariotenergy.com//Home/TOS?productId=41899
35546,Bright Nights 4,CHARIOT ENERGY,AEP_NORTH,FIXED,4,14.499999999999998,13.100000000000001,12.5,0.0,,100,False,True,"Regístrese hoy y reciba 100% energía renovable y limpia sin remordimientos a precios competitivos en comparación con la energía tradicional. Estamos comprometidos a proporcionar a nuestros clientes transparencia, simplicidad y energía limpia respaldados por una experiencia de cliente de clase mundial..• Este producto requiere la configuración de Autopago y Facturación Electrónica.",False,FALSE,FALSE,Spanish,https://signup.chariotenergy.com//Home/EFl?productId=41899&ver=spanish,https://signup.chariotenergy.com//Home/index?ProductCode=RNR04000046&Promo=GqAtunAVIGY=,https://signup.chariotenergy.com//Home/TOS?productId=41899&ver=spanish
35314,Smart Secure 36,AE TEXAS,AEP_NORTH,FIXED,36,18.3,17.9,17.8,0.0,,35,False,False,"Experience peace of mind with our Smarter Secure plan, offering a fixed energy rate and transparent TDU charges passed through with NO MARKUP. No hidden fees, minimum usage, or gimmicks.",False,FALSE,FALSE,English,https://enroll.aetexasco.com/EmailHTML/efl.aspx?RateID=1938&BrandID=1&PromoCodeID=114,https://enroll.aetexasco.com/Enrollment/Default.aspx?&promoCode=AETXPTC1,https://enroll.aetexasco.com/App_Assets/EnrollmentFiles/TOS.pdf
35307,Clean Energy 12,Abundance Energy,AEP_NORTH,FIXED,12,16.7,15.9,15.4,0.0,150.0,100,False,False,Go to Abundance Energy website to see all plans and term lengths.,False,FALSE,FALSE,English,https://api.quextenergy.onproton.io/enrollment/document?template_bucket=abundance-product-templates&template_file=tx/CleanEnergy_EFL.docx&rate_id=10598,https://join.abundanceenergy.com/?promoCode=PTC,https://abundance-public-docs.s3.us-west-2.amazonaws.com/tos/abundance_energy_tos_v3_01312024.pdf
35285,The Lone Saver 12,Energy Texas,AEP_NORTH,FIXED,12,21.7,11.899999999999999,17.0,0.0,,100,False,False,"Straightforward, no B.S. fixed-rate plans built by Texans, for Texans. | Call us at 1-888-512-0330 and sign up today!",False,Energy Texas will automatically apply a $100 bill credit to your invoice for each billing cycle where usage is at least 1000 kWh.,TRUE,English,https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/16992/?locale=en,https://www.energytexas.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=LS12,https://cdn.energytexas.com/energy-texas-tos-en-version-1.pdf
35286,The Lone Saver 12,Energy Texas,AEP_NORTH,FIXED,12,21.7,11.899999999999999,17.0,0.0,,100,False,False,"Planes de tarifa fija, sencillos y sin tonterías, diseñados por Texanos para Texanos. ¡Llámenos al 1-888-512-0330 y regístrese hoy mismo!",False,Energy Texas aplicará automáticamente un crédito de $100 a su factura por cada ciclo de facturación donde el uso sea de al menos 1000 kWh.,TRUE,Spanish,https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/16992/?locale=es,https://www.energytexas.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=LS12,https://cdn.energytexas.com/energy-texas-tos-es-version-1.pdf
35275,Rhythm Saver 12,RHYTHM,AEP_NORTH,FIXED,12,21.7,11.899999999999999,17.0,0.0,,100,False,False,"Secure a 100% renewable electricity plan. | Enjoy Fair-for-All Pricing, with No Hidden Fees! | Access local Texas customer care 7 days a week. | Save on your bill with Rhythm Rewards. | Call us at 1-877-649-0441 and sign up today!",False,Rhythm will automatically apply a $100 bill credit to your invoice for each billing cycle where usage is at least 1000 kWh.,TRUE,English,https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/16793/?locale=en,https://gotrhythm.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=RS12,https://cdn.gotrhythm.com/rhythm-tos-en-version-8.pdf
35276,Rhythm Saver 12,RHYTHM,AEP_NORTH,FIXED,12,21.7,11.899999999999999,17.0,0.0,,100,False,False,Asegura un plan de electricidad 100% renovable. | Ten tranquilidad con nuestra promesa de 30 días de energía sin complicaciones. | ¡Disfruta precios justos sin cargos ocultos! | Con servicio al cliente disponible en Texas los 7 días de la semana. | Ahorra en tu factura con las recompensas Rhythm. | ¡Llámanos al 1-877-649-0441 y regístrate hoy!,False,Rhythm aplicará automáticamente un crédito de $100 a su factura por cada ciclo de facturación donde el uso sea de al menos 1000 kWh.,TRUE,Spanish,https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/16793/?locale=es,https://gotrhythm.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=RS12,https://cdn.gotrhythm.com/rhythm-tos-es-version-8.pdf
35210,SFE RewardsPlus - 12,SFE ENERGY TEXAS INC,AEP_NORTH,FIXED,12,16.6,15.6,15.2,0.0,175.0,35,False,False,"Disfruta tranquilidad y precios predecibles con el Plan SFE RewardsPlus – un plan de electricidad simple y estable, diseñado pensando en usted.  Cada mes, recibirá $50 en dólares de recompensa para gastar en ofertas locales, restaurantes, entretenimiento, compras en línea, tarjetas de regalo y mucho más*. Además, después de 60 días de servicio continuo, puede llamarnos y solicitar sus 4 focos LED gratis*. Es un plan que lo recompensa en cada paso del camino. *Los dólares de recompensa y los focos LED están sujetos a términos y condiciones.",False,FALSE,FALSE,Spanish,https://empowerdocs.blob.core.windows.net/efldocuments/_2516380517388757521_EFL_SFE%20Residential%20Fixed%20AEPN%2012Spanish.pdf,https://www.sfeenergy.com/texas/,https://empowerdocs.blob.core.windows.net/tosdocuments/TC_TX_TOS_S01_18_AUG_25.pdf_1.PDF
35211,SFE RewardsPlus - 24,SFE ENERGY TEXAS INC,AEP_NORTH,FIXED,24,16.900000000000002,15.9,15.5,0.0,175.0,35,False,False,"Disfruta tranquilidad y precios predecibles con el Plan SFE RewardsPlus – un plan de electricidad simple y estable, diseñado pensando en usted.  Cada mes, recibirá $50 en dólares de recompensa para gastar en ofertas locales, restaurantes, entretenimiento, compras en línea, tarjetas de regalo y mucho más*. Además, después de 60 días de servicio continuo, puede llamarnos y solicitar sus 4 focos LED gratis*. Es un plan que lo recompensa en cada paso del camino. *Los dólares de recompensa y los focos LED están sujetos a términos y condiciones.",False,FALSE,FALSE,Spanish,https://empowerdocs.blob.core.windows.net/efldocuments/_2516380517323958502_EFL_SFE%20Residential%20Fixed%20AEPN%2024Spanish.pdf,https://www.sfeenergy.com/texas/,https://empowerdocs.blob.core.windows.net/tosdocuments/TC_TX_TOS_S01_18_AUG_25.pdf_1.PDF
35213,SFE RewardsPlus - 36,SFE ENERGY TEXAS INC,AEP_NORTH,FIXED,36,17.1,16.1,15.7,0.0,175.0,35,False,False,"Disfruta tranquilidad y precios predecibles con el Plan SFE RewardsPlus – un plan de electricidad simple y estable, diseñado pensando en usted.  Cada mes, recibirá $50 en dólares de recompensa para gastar en ofertas locales, restaurantes, entretenimiento, compras en línea, tarjetas de regalo y mucho más*. Además, después de 60 días de servicio continuo, puede llamarnos y solicitar sus 4 focos LED gratis*. Es un plan que lo recompensa en cada paso del camino. *Los dólares de recompensa y los focos LED están sujetos a términos y condiciones.",False,FALSE,FALSE,Spanish,https://empowerdocs.blob.core.windows.net/efldocuments/_2516380517678359208_EFL_SFE%20Residential%20Fixed%20AEPN%2036Spanish.pdf,https://www.sfeenergy.com/texas/,https://empowerdocs.blob.core.windows.net/tosdocuments/TC_TX_TOS_S01_18_AUG_25.pdf_1.PDF
35179,SFE RewardsPlus - 12,SFE ENERGY TEXAS INC,AEP_NORTH,FIXED,12,16.6,15.6,15.2,0.0,175.0,35,False,False,"Enjoy peace of mind and predictable pricing with the SFE RewardsPlus Plan - a simple, stable electricity plan designed with you in mind. Each month, you’ll receive $50 in reward dollars to spend on local deals, dining, entertainment, online shopping, gift cards, and more*. Plus, after 60 days of continuous service, you can call us and request your 4 free LED bulbs*. It’s a plan that rewards you every step of the way. *Reward dollars and LED bulb offers are subject to terms and conditions.",False,FALSE,FALSE,English,https://empowerdocs.blob.core.windows.net/efldocuments/_2516380517404800306_EFL_SFE%20Residential%20Fixed%20AEPN%2012English.pdf,https://www.sfeenergy.com/texas/,https://empowerdocs.blob.core.windows.net/tosdocuments/TC_TX_TOS_R01_18_AUG_25.pdf_1.PDF
35180,SFE RewardsPlus - 24,SFE ENERGY TEXAS INC,AEP_NORTH,FIXED,24,16.900000000000002,15.9,15.5,0.0,175.0,35,False,False,"Enjoy peace of mind and predictable pricing with the SFE RewardsPlus Plan - a simple, stable electricity plan designed with you in mind. Each month, you’ll receive $50 in reward dollars to spend on local deals, dining, entertainment, online shopping, gift cards, and more*. Plus, after 60 days of continuous service, you can call us and request your 4 free LED bulbs*. It’s a plan that rewards you every step of the way. *Reward dollars and LED bulb offers are subject to terms and conditions.",False,FALSE,FALSE,English,https://empowerdocs.blob.core.windows.net/efldocuments/_2516380517340235635_EFL_SFE%20Residential%20Fixed%20AEPN%2024English.pdf,https://www.sfeenergy.com/texas/,https://empowerdocs.blob.core.windows.net/tosdocuments/TC_TX_TOS_R01_18_AUG_25.pdf_1.PDF
35181,SFE RewardsPlus - 36,SFE ENERGY TEXAS INC,AEP_NORTH,FIXED,36,17.1,16.1,15.7,0.0,175.0,35,False,False,"Enjoy peace of mind and predictable pricing with the SFE RewardsPlus Plan - a simple, stable electricity plan designed with you in mind. Each month, you’ll receive $50 in reward dollars to spend on local deals, dining, entertainment, online shopping, gift cards, and more*. Plus, after 60 days of continuous service, you can call us and request your 4 free LED bulbs*. It’s a plan that rewards you every step of the way. *Reward dollars and LED bulb offers are subject to terms and conditions.",False,FALSE,FALSE,English,https://empowerdocs.blob.core.windows.net/efldocuments/_2516380517693608885_EFL_SFE%20Residential%20Fixed%20AEPN%2036English.pdf,https://www.sfeenergy.com/texas/,https://empowerdocs.blob.core.windows.net/tosdocuments/TC_TX_TOS_R01_18_AUG_25.pdf_1.PDF
35076,Digital Choice 12,RHYTHM,AEP_NORTH,FIXED,12,14.099999999999998,14.299999999999999,14.399999999999999,0.0,,100,False,False,"Secure a 100% renewable electricity plan. | Enjoy Fair-for-All Pricing, with No Hidden Fees! | Access local Texas customer care 7 days a week. | Save on your bill with Rhythm Rewards. | Call us at 1-877-649-0441 and sign up today!",False,FALSE,FALSE,English,https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/16287/?locale=en,https://gotrhythm.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=DC12,https://cdn.gotrhythm.com/rhythm-tos-en-version-8.pdf
35077,Digital Choice 12,RHYTHM,AEP_NORTH,FIXED,12,14.099999999999998,14.299999999999999,14.399999999999999,0.0,,100,False,False,Asegura un plan de electricidad 100% renovable. | Ten tranquilidad con nuestra promesa de 30 días de energía sin complicaciones. | ¡Disfruta precios justos sin cargos ocultos! | Con servicio al cliente disponible en Texas los 7 días de la semana. | Ahorra en tu factura con las recompensas Rhythm. | ¡Llámanos al 1-877-649-0441 y regístrate hoy!,False,FALSE,FALSE,Spanish,https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/16287/?locale=es,https://gotrhythm.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=DC12,https://cdn.gotrhythm.com/rhythm-tos-es-version-8.pdf
35080,Reliable Fixed 12,NEXTVOLT TEXAS LLC,AEP_NORTH,FIXED,12,17.599999999999998,17.2,17.1,0.0,149.0,6,False,False,,False,FALSE,FALSE,English,https://myaccountpage.nextvoltenergy.com/docs/efls/output/20260123_1_RF12-134_AEPNORTH_WEST_001.pdf,https://www.nextvoltenergy.com/texas/electricity-plans/?cid=PTC20251002065224&mtm_source=PTC&mtm_medium=Referral,https://nextvolt.lonestarbillpro.com/docs/nextvolt-tx-tos.pdf
34920,No Bull 36,Energy Texas,AEP_NORTH,FIXED,36,15.5,15.6,15.7,0.0,,100,False,False,"Straightforward, no B.S. fixed-rate plans built by Texans, for Texans. | Call us at 1-888-512-0330 and sign up today!",False,FALSE,FALSE,English,https://api.energytexas.com/api/pricing/offers/latest-offers-efl/12911/?locale=en,https://www.energytexas.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=NB36,https://cdn.energytexas.com/energy-texas-tos-en-version-1.pdf
34921,No Bull 36,Energy Texas,AEP_NORTH,FIXED,36,15.5,15.6,15.7,0.0,,100,False,False,"Planes de tarifa fija, sencillos y sin tonterías, diseñados por Texanos para Texanos. ¡Llámenos al 1-888-512-0330 y regístrese hoy mismo!",False,FALSE,FALSE,Spanish,https://api.energytexas.com/api/pricing/offers/latest-offers-efl/12911/?locale=es,https://www.energytexas.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=NB36,https://cdn.energytexas.com/energy-texas-tos-es-version-1.pdf
34900,No Bull 12,Energy Texas,AEP_NORTH,FIXED,12,14.099999999999998,14.299999999999999,14.399999999999999,0.0,,100,False,False,"Straightforward, no B.S. fixed-rate plans built by Texans, for Texans. | Call us at 1-888-512-0330 and sign up today!",False,FALSE,FALSE,English,https://api.energytexas.com/api/pricing/offers/latest-offers-efl/12675/?locale=en,https://www.energytexas.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=NB12,https://cdn.energytexas.com/energy-texas-tos-en-version-1.pdf
34901,No Bull 12,Energy Texas,AEP_NORTH,FIXED,12,14.099999999999998,14.299999999999999,14.399999999999999,0.0,,100,False,False,"Planes de tarifa fija, sencillos y sin tonterías, diseñados por Texanos para Texanos. ¡Llámenos al 1-888-512-0330 y regístrese hoy mismo!",False,FALSE,FALSE,Spanish,https://api.energytexas.com/api/pricing/offers/latest-offers-efl/12675/?locale=es,https://www.energytexas.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=aep-north&utm_medium=state-shopping&utm_term=NB12,https://cdn.energytexas.com/energy-texas-tos-es-version-1.pdf
34869,Discount Nights 12,Discount Power,AEP_NORTH,FIXED,12,19.0,18.7,18.5,0.0,150.0,24,False,True,Facturacion electronica y pago automatico con targeta de credito / targeta de debito o cuenta bancaria. Esta oferta es solo para nuevos clientes que se inscriban a traves de Power to Choose o utilizando el codigo de promocion especial; Codigo de promocion necesario: WQ4131.,False,FALSE,FALSE,Spanish,https://www.discountpowertx.com/defl/M1F00182008585A.pdf,https://shop.discountpowertx.com/offer-selection/?txtPromocode=WQ4131&tdspCode=D0005&fromLP=ptc&sid=APTC_1686090020&utm_campaign=Power+To+Choose+Listings&utm_medium=PTC_&utm_source=None,https://www.discountpowertx.com/files/09017518836cbc70.pdf
34862,Discount Nights 24,Discount Power,AEP_NORTH,FIXED,24,19.0,18.7,18.5,0.0,295.0,24,False,True,Facturacion electronica y pago automatico con targeta de credito / targeta de debito o cuenta bancaria. Esta oferta es solo para nuevos clientes que se inscriban a traves de Power to Choose o utilizando el codigo de promocion especial; Codigo de promocion necesario: WQ4131.,False,FALSE,FALSE,Spanish,https://www.discountpowertx.com/defl/M1F00171858137B.pdf,https://shop.discountpowertx.com/offer-selection/?txtPromocode=WQ4131&tdspCode=D0005&fromLP=ptc&sid=APTC_1686090020&utm_campaign=Power+To+Choose+Listings&utm_medium=PTC_&utm_source=None,https://www.discountpowertx.com/files/09017518836cbc70.pdf
34857,Discount Nights 12,Discount Power,AEP_NORTH,FIXED,12,19.0,18.7,18.5,0.0,150.0,24,False,True,"Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4131.",False,FALSE,FALSE,English,https://www.discountpowertx.com/defl/M1F00182008584A.pdf,https://shop.discountpowertx.com/offer-selection/?txtPromocode=WQ4131&tdspCode=D0005&fromLP=ptc&sid=APTC_1686090020&utm_campaign=Power+To+Choose+Listings&utm_medium=PTC_&utm_source=None,https://www.discountpowertx.com/files/0901751883681d09.pdf
34852,Discount Nights 24,Discount Power,AEP_NORTH,FIXED,24,19.0,18.7,18.5,0.0,295.0,24,False,True,"Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4131.",False,FALSE,FALSE,English,https://www.discountpowertx.com/defl/M1F00171858136B.pdf,https://shop.discountpowertx.com/offer-selection/?txtPromocode=WQ4131&tdspCode=D0005&fromLP=ptc&sid=APTC_1686090020&utm_campaign=Power+To+Choose+Listings&utm_medium=PTC_&utm_source=None,https://www.discountpowertx.com/files/0901751883681d09.pdf
34780,Daisy 18,BKV Energy,AEP_NORTH,FIXED,18,15.5,15.2,15.0,0.0,,29,False,False,"Simple and affordable fixed-rate electricity with no hidden fees like base charges, usage fees, setup fees, or bundle fees. Plus, no gimmicks or confusing fine print. This plan is for new customers only who enroll through the Power To Choose website. Sign up today!",False,FALSE,FALSE,English,https://enroll.bkvenergy.com/Home/EFL?productCode=RN00027075&promo=&term=18,https://enroll.bkvenergy.com/?promo=PTCALL0001,https://enroll.bkvenergy.com/Home/TOS?productId=64281
34801,Daisy 18,BKV Energy,AEP_NORTH,FIXED,18,15.5,15.2,15.0,0.0,,29,False,False,Esta oferta es exclusiva para nuevos clientes que se inscriban a través del sitio web Power to Choose.,False,FALSE,FALSE,Spanish,https://enroll.bkvenergy.com/Home/EFL?productCode=RN00027075&promo=&term=18&ver=spanish,https://enroll.bkvenergy.com/?promo=PTCALL0001,https://enroll.bkvenergy.com/Home/TOS?productId=64281&ver=spanish
34745,Bright Nights 36,CHARIOT ENERGY,AEP_NORTH,FIXED,36,16.2,14.799999999999999,14.2,0.0,,100,False,True,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.• This product requires Autopay & E-bill set up.",False,FALSE,FALSE,English,https://signup.chariotenergy.com//Home/EFl?productId=41698,https://signup.chariotenergy.com//Home/index?ProductCode=RNR36002713&Promo=GqAtunAVIGY=,https://signup.chariotenergy.com//Home/TOS?productId=41698
34746,Bright Nights 36,CHARIOT ENERGY,AEP_NORTH,FIXED,36,16.2,14.799999999999999,14.2,0.0,,100,False,True,"Regístrese hoy y reciba 100% energía renovable y limpia sin remordimientos a precios competitivos en comparación con la energía tradicional. Estamos comprometidos a proporcionar a nuestros clientes transparencia, simplicidad y energía limpia respaldados por una experiencia de cliente de clase mundial..• Este producto requiere la configuración de Autopago y Facturación Electrónica.",False,FALSE,FALSE,Spanish,https://signup.chariotenergy.com//Home/EFl?productId=41698&ver=spanish,https://signup.chariotenergy.com//Home/index?ProductCode=RNR36002713&Promo=GqAtunAVIGY=,https://signup.chariotenergy.com//Home/TOS?productId=41698&ver=spanish
34733,Bright Nights 24,CHARIOT ENERGY,AEP_NORTH,FIXED,24,16.3,14.899999999999999,14.299999999999999,0.0,,100,False,True,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.• This product requires Autopay & E-bill set up.",False,FALSE,FALSE,English,https://signup.chariotenergy.com//Home/EFl?productId=41908,https://signup.chariotenergy.com//Home/index?ProductCode=RNR24001669&Promo=GqAtunAVIGY=,https://signup.chariotenergy.com//Home/TOS?productId=41908
34734,Bright Nights 24,CHARIOT ENERGY,AEP_NORTH,FIXED,24,16.3,14.899999999999999,14.299999999999999,0.0,,100,False,True,"Regístrese hoy y reciba 100% energía renovable y limpia sin remordimientos a precios competitivos en comparación con la energía tradicional. Estamos comprometidos a proporcionar a nuestros clientes transparencia, simplicidad y energía limpia respaldados por una experiencia de cliente de clase mundial..• Este producto requiere la configuración de Autopago y Facturación Electrónica.",False,FALSE,FALSE,Spanish,https://signup.chariotenergy.com//Home/EFl?productId=41908&ver=spanish,https://signup.chariotenergy.com//Home/index?ProductCode=RNR24001669&Promo=GqAtunAVIGY=,https://signup.chariotenergy.com//Home/TOS?productId=41908&ver=spanish
34723,Bright Nights 12,CHARIOT ENERGY,AEP_NORTH,FIXED,12,15.2,13.900000000000002,13.3,0.0,,100,False,True,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.• This product requires Autopay & E-bill set up.",False,FALSE,FALSE,English,https://signup.chariotenergy.com//Home/EFl?productId=41918,https://signup.chariotenergy.com//Home/index?ProductCode=RNR12002710&Promo=GqAtunAVIGY=,https://signup.chariotenergy.com//Home/TOS?productId=41918
34724,Bright Nights 12,CHARIOT ENERGY,AEP_NORTH,FIXED,12,15.2,13.900000000000002,13.3,0.0,,100,False,True,"Regístrese hoy y reciba 100% energía renovable y limpia sin remordimientos a precios competitivos en comparación con la energía tradicional. Estamos comprometidos a proporcionar a nuestros clientes transparencia, simplicidad y energía limpia respaldados por una experiencia de cliente de clase mundial..• Este producto requiere la configuración de Autopago y Facturación Electrónica.",False,FALSE,FALSE,Spanish,https://signup.chariotenergy.com//Home/EFl?productId=41918&ver=spanish,https://signup.chariotenergy.com//Home/index?ProductCode=RNR12002710&Promo=GqAtunAVIGY=,https://signup.chariotenergy.com//Home/TOS?productId=41918&ver=spanish
34700,Think Clean 12 with Smart Thermostat Connected,Think Energy,AEP_NORTH,FIXED,12,14.399999999999999,14.6,14.7,0.0,200.0,100,False,False,"Connected Thermostat Required, see EFL and Terms of Service for Details",False,FALSE,FALSE,English,https://api.thinkenergy.onproton.io/enrollment/get_latest_document?lang=en&product_code=tx.thinkclean.noap.fixed.thermostat&tdsp_id=6&doc_type=EFL&term=12&promo_code=default,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas,https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_EN(US).pdf
34701,Think Clean 12 with Smart Thermostat Connected,Think Energy,AEP_NORTH,FIXED,12,14.399999999999999,14.6,14.7,0.0,200.0,100,False,False,Se requiere termostato conectado; consulte EFL y las condiciones del servicio para obtener más información.,False,FALSE,FALSE,Spanish,https://api.thinkenergy.onproton.io/enrollment/get_latest_document?lang=es&product_code=tx.thinkclean.noap.fixed.thermostat&tdsp_id=6&doc_type=EFL&term=12&promo_code=default,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas,https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_ES(US).pdf
34685,Daisy 13,BKV Energy,AEP_NORTH,FIXED,13,15.5,15.2,15.0,0.0,,29,False,False,"Simple and affordable fixed-rate electricity with no hidden fees like base charges, usage fees, setup fees, or bundle fees. Plus, no gimmicks or confusing fine print. This plan is for new customers only who enroll through the Power To Choose website. Sign up today!",False,FALSE,FALSE,English,https://enroll.bkvenergy.com/Home/EFL?productCode=RN00013529&term=13,https://enroll.bkvenergy.com/?promo=PTCALL0001,https://enroll.bkvenergy.com/Home/TOS?productId=50735
34690,Daisy 13,BKV Energy,AEP_NORTH,FIXED,13,15.5,15.2,15.0,0.0,,29,False,False,Esta oferta es exclusiva para nuevos clientes que se inscriban a través del sitio web Power to Choose.,False,FALSE,FALSE,Spanish,https://enroll.bkvenergy.com/Home/EFL?productCode=RN00013529&term=13&ver=spanish,https://enroll.bkvenergy.com/?promo=PTCALL0001,https://enroll.bkvenergy.com/Home/TOS?productId=50735&ver=spanish
34640,Smart Secure 36,AE TEXAS,AEP_NORTH,FIXED,36,18.3,17.9,17.8,0.0,,35,False,False,"Experimente la tranquilidad con nuestro plan Smarter Secure, que ofrece una tarifa de energía fija y cargos TDU transparentes sin margen de beneficio. Sin tarifas ocultas, uso mínimo ni trucos.",False,FALSE,FALSE,Spanish,https://enroll.aetexasco.com/EmailHTML/efl_SPA.aspx?RateID=1938&BrandID=1&PromoCodeID=114,https://enroll.aetexasco.com/Enrollment/Default.aspx?&promoCode=AETXPTC1,https://enroll.aetexasco.com/App_Assets/EnrollmentFiles/ESP/TOS.pdf
34623,Lone Star Classic 12,AMBIT ENERGY,AEP_NORTH,FIXED,12,21.099999999999998,19.7,19.1,0.0,199.0,3,False,False,Hay un crédito mensual de E-Plan disponible para este producto al inscribirse con éxito en los programas de Facturación electrónica y de Pagos recurrentes de Ambit Energy cuando se inscribe para nuevo servicio. Consulte la etiqueta de datos de electricidad para obtener más información sobre descuentos y requisitos de inscripción.,False,FALSE,FALSE,Spanish,https://shopping.ambitenergy.com/PDFGenerator?formType=EnergyFactsLabel&comProdId=TNAMLSCLSC12AA&tdsp=AEPTNC&lang=sp&custClass=Residential,http://www.ambitenergy.com,https://shopping.ambitenergy.com/PDFGenerator?formType=TermsOfServiceAgreement&comProdId=TNAMLSCLSC12AA&tdsp=AEPTNC&lang=sp&custClass=Residential
34485,Think Clean 36,Think Energy,AEP_NORTH,FIXED,36,17.2,16.400000000000002,16.0,0.0,200.0,100,False,False,New Customers Only. Autopay is Required.,False,FALSE,FALSE,English,https://api.thinkenergy.onproton.io/enrollment/get_latest_document?lang=en&product_code=tx.thinkclean.ap.fixed&tdsp_id=6&doc_type=EFL&term=36&promo_code=default,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas,https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_EN(US).pdf
34486,Think Clean 36,Think Energy,AEP_NORTH,FIXED,36,17.2,16.400000000000002,16.0,0.0,200.0,100,False,False,Solo para nuevos clientes. Se requiere pagos automatizados,False,FALSE,FALSE,Spanish,https://api.thinkenergy.onproton.io/enrollment/get_latest_document?lang=es&product_code=tx.thinkclean.ap.fixed&tdsp_id=6&doc_type=EFL&term=36&promo_code=default,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas,https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_ES(US).pdf
